dataset,CC(rf),CC(bcts(rf)),ACC(rf),ACC(bcts(rf)),PCC(rf),PCC(bcts(rf)),PACC(rf),PACC(bcts(rf)),EMQ(rf),EMQ(bcts(rf)),FM(rf),FM(bcts(rf)),DyS(rf),DyS(bcts(rf)),MS(rf),MS(bcts(rf)),HDy(rf),HDy(bcts(rf)),KDEyML(rf),KDEyML(bcts(rf)),MLQ(rf),MLQ(bcts(rf)),"QuantCal(rf,3)","QuantCal(bcts(rf),3)","QuantCal(rf,5)","QuantCal(bcts(rf),5)","QuantCal(rf,10)","QuantCal(bcts(rf),10)","QuantCal(lr,3)","QuantCal(bcts(lr),3)","QuantCal(lr,5)","QuantCal(bcts(lr),5)","QuantCal(lr,10)","QuantCal(bcts(lr),10)","QuantCal(knn,3)","QuantCal(bcts(knn),3)","QuantCal(knn,5)","QuantCal(bcts(knn),5)","QuantCal(knn,10)","QuantCal(bcts(knn),10)"
ArabicDigit,0.0099999999999999,0.0099999999999999,0.0054340622929091,0.0054912338736354,0.04270000000000005,0.0122017113383098,0.0074830349988219,0.005175912403722,0.01669915384705835,0.0039630140881678,0.0054089171142363,0.0054912338724972,0.0037962174769639,0.0036060645511433,0.0049668874172185,0.004537843165294099,0.01,2.775557561562892e-17,0.0033374007711095997,0.00073539785379475,0.0074208739141011,0.0075935257317951,3.6082248300317592e-16,3.6082248300317592e-16,1.3253287356462806e-15,1.3253287356462806e-15,1.7208456881689926e-15,1.7347234759768069e-15,0.0053077279832312,0.0056509164342096,0.0053918958379894,0.0053918958379894,0.0053077279832431,0.0053077279832512,0.0,0.0,0.0,0.0,0.0,0.0
balance.1,0.06,0.06,0.0339929733246584,0.0352074717208511,0.0823000000000001,0.0729154507675449,0.0275209576614473,0.0282074811138126,0.01916934705926645,0.01852215632462005,0.0372056266722815,0.0359806815408876,0.017967318564400002,0.0193133216655154,0.02480029742470745,0.02708228431300415,0.02,0.02,0.05289668878128065,0.055922623112224346,0.044444444443728,0.0375000000013197,9.506284648352905e-16,6.938893903907228e-16,1.5890067039947553e-15,1.5959455978986625e-15,2.248201624865942e-15,2.248201624865942e-15,0.0366838636419689,0.0402196802287802,0.0356964320779309,0.0374780806600242,0.0364256024544156,0.036229653743728,0.0,0.0,0.0,0.0,0.0,0.0
balance.3,0.06,0.06,0.0346434683399885,0.0377772682982747,0.0828000000000001,0.0731339617490762,0.026803392515239298,0.02871571954459675,0.0186419988638946,0.017972834912942902,0.037263587155037,0.0399338795378614,0.0177450294786613,0.0193520833691829,0.0239069194485028,0.0274883848045913,0.02,0.02,0.0535295240077091,0.057719254258319405,0.0353867336299471,0.0378568421795479,9.367506770274758e-16,6.938893903907228e-16,1.5820678100908479e-15,1.5820678100908479e-15,2.248201624865942e-15,2.248201624865942e-15,0.0329551518526229,0.0353850773157162,0.033967969883051,0.0350030731407392,0.0316562194627347,0.0340607210626181,0.0,0.0,0.0,0.0,0.0,0.0
balloon,0.01,0.0099999999999999,0.007700340324035,0.0070181572508605,0.0176,0.0104113886772729,0.0075002226416701,0.00672190710306605,0.0044054879648055,0.0036979840766590503,0.0069274116826233,0.0070377552551998,0.0044772856817866,0.00457251248750635,0.0065483870967741,0.0062037746461089,0.0199999999999999,0.01,0.00205399203290605,0.000557284344977,0.0099999999987522,0.0091361356614032,3.6082248300317592e-16,3.6082248300317592e-16,1.3253287356462806e-15,1.3253287356462806e-15,1.6930901125533637e-15,1.7347234759768069e-15,0.0078101071975538,0.0081626558932002,0.0076527308681844,0.007658735745451,0.0077865251152405,0.007345121800451,0.0,0.0,0.0,0.0,0.0,0.0
bank8FM,0.0399999999999999,0.0399999999999999,0.0167810392175633,0.016820959529349547,0.0703999999999999,0.0497508745000428,0.014689062103681951,0.014453453538726499,0.01784453545907395,0.0111464395352235,0.0165531102824178,0.0168000591104994,0.01140310581526815,0.0120245236469043,0.01343850140245325,0.014075644900328501,0.0199999999999999,0.01,0.029512750891809,0.0310304887369504,0.0181134120778023,0.0180638306688258,3.6082248300317592e-16,3.8857805861880484e-16,1.3253287356462806e-15,1.3322676295501878e-15,1.7347234759768069e-15,1.7347234759768069e-15,0.0170541867582529,0.016966989868174,0.0171934937745052,0.0168260038240993,0.016964190043497,0.0167172522217641,0.0,0.0,0.0,0.0,0.0,0.0
BNG,0.01,0.01,0.0070973438784998,0.0070343376230128,0.017,0.0143138896238623,0.0062480534221957505,0.00608428918587905,0.0048533802550975,0.0045687176116149,0.0061956644861833,0.0062750902466861,0.0049175324921919,0.0050653404945705995,0.0056037495085948,0.00566787944902735,0.01,0.01,0.00828654966111495,0.00871951710851435,0.00746242303920465,0.0074654102125769,3.469446951953614e-16,3.6082248300317592e-16,1.3114509478384662e-15,1.3253287356462806e-15,1.7208456881689926e-15,1.6930901125533637e-15,0.0069838732920216,0.0069246939532576,0.0068969104338021,0.0068969104338021,0.0068969104337865,0.0068969104337865,0.0,0.0,0.0,0.0,0.0,0.0
BNG_breast-w,0.01,0.01,0.0070973438784998,0.0070343376230128,0.017,0.0143138896238623,0.0062480534221957505,0.00608428918587905,0.0048533802550975,0.0045687176116149,0.0061956644861833,0.0062750902466861,0.0049175324921919,0.0050653404945705995,0.0056037495085948,0.00566787944902735,0.01,0.01,0.00828654966111495,0.00871951710851435,0.00746242303920465,0.0074654102125769,3.469446951953614e-16,3.6082248300317592e-16,1.3114509478384662e-15,1.3253287356462806e-15,1.7208456881689926e-15,1.6930901125533637e-15,0.0069838732920216,0.0069246939532576,0.0068969104338021,0.0068969104338021,0.0068969104337865,0.0068969104337865,0.0,0.0,0.0,0.0,0.0,0.0
breast-cancer,0.0199999999999999,0.0199999999999999,0.0136400090018208,0.0134658977928017,0.03864999999999995,0.03292281156599375,0.0139494115422584,0.013112384259138701,0.009920203078206399,0.0091210860125865,0.0128529852442703,0.0127006857364273,0.0113636759447641,0.010798954792234201,0.0117896788755514,0.0111456646644032,0.03,0.0299999999999999,0.01464471528336435,0.013182976323712,0.0170397801960163,0.0155780366206695,3.6082248300317592e-16,3.6082248300317592e-16,1.3253287356462806e-15,1.3322676295501878e-15,1.7208456881689926e-15,1.7347234759768069e-15,0.0136269139639872,0.0135985111533656,0.0133687391264456,0.0132188519766965,0.0138885783491698,0.0133687391264617,0.0,0.0,0.0,0.0,0.0,0.0
churn,0.13,0.1099999999999999,0.0261073855441393,0.0244879253469109,0.1579,0.11737687675879566,0.0241358411609284,0.022766481279225752,0.04026320267602915,0.02469758704653945,0.0290477853835749,0.024872715439189,0.0211817356875577,0.020813536501680448,0.02287547418041655,0.021862328794717,0.0599999999999999,0.05,0.086551049853238,0.09415464471968465,0.0285726185852727,0.0285538784865649,4.85722573273506e-16,4.85722573273506e-16,1.4988010832439613e-15,1.4710455076283324e-15,2.1926904736346838e-15,2.1371793224034263e-15,0.0285714285714353,0.0260396722345642,0.0278718647597437,0.0252421542037787,0.0285714285714256,0.0244315832988667,0.0,0.0,0.0,0.0,0.0,0.0
clean2,0.0,0.0,0.001699716713881,0.0001536491677337,0.0352,0.0084459714328314,0.00662059700682745,0.0026716170637926,0.016916692422567298,0.0020211399675903003,0.0052979649239301,0.0019325015599049,0.0033211547336271,0.002099369631051,0.0011565150346955,0.00028099785328295,0.02,0.01,1.3852694738109017e-05,1.38507191295989e-05,1.7555679132641444e-12,7.21561699279505e-13,3.6082248300317592e-16,3.6082248300317592e-16,1.3253287356462806e-15,1.214306433183765e-15,1.7347234759768069e-15,1.7277845820728999e-15,1.124100812432971e-15,7.771561172376097e-16,2.692290834716005e-15,2.6367796834847468e-15,1.7208456881689926e-15,1.609823385706477e-15,0.0,0.0,0.0,0.0,0.0,0.0
click-prediction,0.43,0.48,0.1357347146521764,0.1999999999999999,0.2850999999999999,0.3083679693612589,0.09468355778368075,0.09361682999643339,0.0956078427081728,0.08607545984570364,0.0999999999999999,0.0999999999999999,0.09169008055870286,0.0893872758903117,0.0999999999999999,0.14313863547803254,0.1399999999999999,0.0999999999999999,0.4058339061023746,0.4118844087109464,0.1490357388545097,0.22689912647586075,0.1497000173324622,0.1997258225236488,0.1498235655830553,0.1998981116928858,0.1498774339254852,0.1998687410728525,0.1470588235294402,0.1999999999999999,0.1458904109587398,0.1999999999999999,0.1452267303098524,0.1999999999999999,0.1,0.1999999999999999,0.1,0.1999999999999999,0.1,0.1999999999999999
cmc.1,0.18,0.1999999999999999,0.0959557669275223,0.0961107759802578,0.2095281547619047,0.22214468778383917,0.07482737817955765,0.0736417883714619,0.08410530244503725,0.06751693186543865,0.0999999999999998,0.0999999999999998,0.06682580990079864,0.06820230008537315,0.07263145664525185,0.0744223434282367,0.0799999999999999,0.0999999999999999,0.15856528676856466,0.1629462679316232,0.0965420251977396,0.087608226182854,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0967630950709212,0.0969874646178775,0.0969119579500659,0.0986114855756477,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999
cmc.2,0.3099999999999999,0.47,0.1377311106300063,0.3,0.22852928571428574,0.2529461149521476,0.0999999999999999,0.0999999999999999,0.12355754170842076,0.0990972761659874,0.112280254445067,0.1349060678355887,0.0999554476059523,0.0999554476059523,0.10384356536811601,0.1999999999999999,0.25,0.12,0.2526159717166683,0.22529508952910565,0.1421106019587461,0.2008046052340603,0.1399999999999996,0.2999397082337124,0.1280000000000007,0.2999193453259341,0.1100000000000009,0.2502392378495622,0.1393083756345667,0.3,0.1417500000000996,0.3,0.140024834436988,0.2862068965514658,0.1,0.3,0.1,0.3,0.1,0.3
cmc.3,0.2299999999999999,0.4,0.1591135879834483,0.3,0.23658077380952391,0.2423621119341557,0.11309418543837615,0.1050066553182924,0.13569448743259532,0.09920639369863285,0.1408847388096267,0.1478625350542103,0.1076387591417697,0.1064108441930676,0.117424164416644,0.1999999999999999,0.14,0.12,0.20762567829188644,0.19046535768508474,0.1569353798990256,0.1999999999999984,0.1999999999999996,0.3,0.1999999999999984,0.29994571059784,0.199999999999996,0.3,0.1612246387389007,0.3,0.1641453831041374,0.3,0.1634299516908189,0.3,0.1999999999999999,0.3,0.1999999999999999,0.3,0.1999999999999999,0.3
cmc,0.1899999999999999,0.21,0.0999999999999999,0.100699472327893,0.20912674603174605,0.2239427438164276,0.0863454666687168,0.08166252134293381,0.08890160217021155,0.07098632815330055,0.0999999999999999,0.1036896156152513,0.0743485868950984,0.07675383525479215,0.08305592434041406,0.07768640661215355,0.08,0.0999999999999999,0.16000227307909654,0.1688488175597119,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.1,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.1,0.0999999999999999,0.1031192660550253,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.100000000000021,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.1
covtype_reduced,0.0999999999999999,0.0999999999999999,0.036448359586173804,0.0364369526371931,0.1574,0.14023025740384637,0.031421970140469296,0.03118963757695735,0.034941478381267654,0.0275539175638056,0.0365715130846594,0.0367154711566743,0.02777835800356445,0.0279379498076357,0.0302461542635415,0.03009871213692595,0.0399999999999999,0.03,0.0868088276304442,0.08970383236562554,0.0405981509711796,0.0417594372552392,6.938893903907228e-16,7.632783294297951e-16,1.5959455978986625e-15,1.5959455978986625e-15,2.3037127760972002e-15,2.3037127760972002e-15,0.0369096598779166,0.03742349169338555,0.036883693460147,0.0366455409687642,0.0367135135135308,0.0367853043645903,0.0,0.0,0.0,0.0,0.0,0.0
cpu_act,0.05,0.05,0.0195070535885814,0.0191501630874108,0.0718999999999998,0.06196033687238375,0.01623197461608105,0.016124426380552948,0.01366925519777395,0.012510356015465799,0.0183098072451101,0.0185078874971009,0.013187274645584151,0.013485957114673802,0.01527855689011595,0.01563092735857305,0.02,0.02,0.03914155782406155,0.04110605256620245,0.0202061431011413,0.0204205363238038,3.8857805861880484e-16,3.8857805861880484e-16,1.4155343563970746e-15,1.4432899320127037e-15,1.7347234759768069e-15,1.7347234759768069e-15,0.0199341021416924,0.0198218483236309,0.019619146623834,0.0198369759515372,0.0195127828245776,0.0196754860401286,0.0,0.0,0.0,0.0,0.0,0.0
ctg.1,0.06,0.05,0.0209840415154707,0.0206246248572036,0.07880000000000005,0.061224305244738805,0.0178279663880302,0.01704242427206125,0.016272539467822103,0.01192269226239585,0.0182066784968109,0.0187929102312465,0.0130145983507899,0.0136930398586699,0.016376539821298552,0.0165110901772716,0.04,0.0399999999999999,0.0443679439162601,0.04725522036744025,0.0250000000004092,0.0249999999986041,4.163336342344337e-16,4.163336342344337e-16,1.457167719820518e-15,1.4363510381087965e-15,1.8041124150158798e-15,1.7347234759768069e-15,0.0230665899059678,0.0219804169499495,0.0226784072423999,0.0211795433874901,0.0225667037602513,0.0216234515270981,0.0,0.0,0.0,0.0,0.0,0.0
ctg.2,0.13,0.1099999999999999,0.0341525433479456,0.0314794098402178,0.15327499999999994,0.12762431380044545,0.0251321078701073,0.0253977398196277,0.020289549070347197,0.01874042215913455,0.0256402678694955,0.0252852952752735,0.02198411386238875,0.0217872122691883,0.0246137564114923,0.0247565808935578,0.09,0.09,0.08723142243192165,0.08836257665225125,0.035893447922114,0.041177712065905,1.061650767297806e-15,9.298117831235686e-16,1.5959455978986625e-15,1.5820678100908479e-15,4.211908599671688e-15,2.248201624865942e-15,0.0364097805409949,0.0352606213163,0.0376014747066619,0.0304394111816778,0.0360948348023123,0.0321697964336522,0.0,0.0,0.0,0.0,0.0,0.0
ctg.3,0.04,0.04,0.0182599091913118,0.0175997179693795,0.0860999999999999,0.06302848673419381,0.0156258773167772,0.0158281872796269,0.0117916794852046,0.00915071397357355,0.0143102182699434,0.0147481259493191,0.01540245029610295,0.01551294348296575,0.0143489707994255,0.0151498939564743,0.0799999999999999,0.0699999999999999,0.029681591467457948,0.0303150653485811,0.0235747873195822,0.0222222222214045,4.163336342344337e-16,4.163336342344337e-16,1.4363510381087965e-15,1.4363510381087965e-15,1.7347234759768069e-15,1.7347234759768069e-15,0.0199058264576677,0.0221059318188653,0.0193263763316894,0.0199138699138693,0.0207411071266531,0.018589289475194,0.0,0.0,0.0,0.0,0.0,0.0
default_credit_card_clients,0.28,0.32,0.0700263574309225,0.0778657404591295,0.2101333333333332,0.22532401821289988,0.0573417355448219,0.0579977486019817,0.05966091717621455,0.0545997675629577,0.0710911089053082,0.0724876675172303,0.0559899890318795,0.0563395442498998,0.0603423531529576,0.06410224142652055,0.0999999999999999,0.0999999999999999,0.2513717533125974,0.25632259299210164,0.0714355771719461,0.0755211938570244,0.0999999999999997,0.0999999999999997,0.099999999999999,0.0999999999999993,0.0999999999999989,0.0999999999999998,0.0701575262543655,0.0779061009289325,0.0698616094310998,0.0775135869565147,0.069719326383371,0.0777131292689871,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999
delta_ailerons,0.03,0.03,0.0159257394093821,0.0158490859599073,0.0517999999999999,0.050860797395244,0.0145942322211809,0.014589725539212652,0.01379886540102255,0.0138487302401991,0.0160526186175329,0.015959142795435,0.0134326868059539,0.0134391328587381,0.01434399579935355,0.0142990498779594,0.0199999999999999,0.0199999999999999,0.0295531375638136,0.029612269273276398,0.0159289953177871,0.0167513603987361,3.6082248300317592e-16,3.6082248300317592e-16,1.3253287356462806e-15,1.3253287356462806e-15,1.7347234759768069e-15,1.7347234759768069e-15,0.0158500093510401,0.0160972299832375,0.0159040706847523,0.0160222283496234,0.015816984898426797,0.015850009351058,0.0,0.0,0.0,0.0,0.0,0.0
eeg,0.04,0.04,0.0189387024539923,0.0185816781815789,0.11915,0.0649742426785817,0.0181423313230347,0.016254649118377297,0.0472391219293638,0.012944326451039101,0.018755509920548148,0.0186082114073334,0.01325310968724345,0.0133947217303686,0.0160015883947478,0.01554568596399485,0.03,0.0199999999999999,0.031534174409574206,0.0399161154699268,0.0231409215716203,0.0223354301112001,3.8857805861880484e-16,3.6082248300317592e-16,1.4224732503009818e-15,1.4363510381087965e-15,1.7347234759768069e-15,1.7347234759768069e-15,0.0193206675350808,0.0188850705452404,0.0195606041692697,0.0189936832933846,0.0193034764319601,0.0188690132717228,0.0,0.0,0.0,0.0,0.0,0.0
electricity-normalized,0.0599999999999999,0.05,0.0219253420766362,0.0221342519593274,0.1012999999999999,0.08182416754159764,0.01941174691673115,0.01904012200835275,0.0215998948408865,0.01547633307766,0.0220115379173506,0.0218704658478742,0.015994729968881648,0.01622355244140065,0.01815579131278815,0.018353888692035247,0.0299999999999999,0.02,0.047455226228837896,0.0501373948518523,0.0255615218139183,0.0254132212024449,4.163336342344337e-16,4.163336342344337e-16,1.4432899320127037e-15,1.4432899320127037e-15,1.7347234759768069e-15,1.7347234759768069e-15,0.0225842696629298,0.0227021195141458,0.02230348712235245,0.0225284821756548,0.0224528607267454,0.0226455844709407,0.0,0.0,0.0,0.0,0.0,0.0
elevators,0.15,0.13,0.0341611015897406,0.0342858706708204,0.14879999999999985,0.1338823601815607,0.0291993204291292,0.028656070611635,0.03072666463149725,0.02505583058422895,0.0345411403404582,0.0345193303369079,0.02547258086278085,0.025340989018269547,0.0282277678108798,0.02813167245282755,0.0499999999999999,0.0399999999999999,0.1173178100356562,0.12252397632742021,0.0339717746684013,0.0369501818243472,6.938893903907228e-16,6.938893903907228e-16,1.5820678100908479e-15,1.5820678100908479e-15,2.3037127760972002e-15,2.248201624865942e-15,0.033758610274019454,0.0345141970677518,0.0333333333333453,0.0337628643085473,0.0333333333333369,0.0333333333333577,0.0,0.0,0.0,0.0,0.0,0.0
file22f0e4a679,0.01,0.01,0.0098693786626501,0.0096135358584887,0.0490000000000001,0.0201079020975494,0.0112393637392194,0.00902318403502855,0.016910170813375848,0.0068555614131023,0.0098102931052721,0.0096781431226017,0.0069810312068144,0.0071302756542089,0.00842708922253165,0.0081613084111388,0.01,0.01,0.00969601591111975,0.00999011461544905,0.0124039256985827,0.0118066047227341,3.6082248300317592e-16,3.6082248300317592e-16,1.214306433183765e-15,1.214306433183765e-15,1.7347234759768069e-15,1.7347234759768069e-15,0.0104389624523849,0.010438961642224,0.0097440336342575,0.00975309675882215,0.0091215411943627,0.0098593200468898,0.0,0.0,0.0,0.0,0.0,0.0
file79b563a1a18,0.13,0.12,0.0365930599369084,0.037160883280757,0.1532,0.146418912509226,0.03295276901715445,0.0329827820929798,0.030653008790042652,0.0297836441945684,0.036357916161175,0.0371608838437813,0.02994218976374275,0.0299628784012442,0.03164315932752085,0.0314776632302405,0.03,0.03,0.1107156932667541,0.1194040848353153,0.038609687538485454,0.0387234196254624,9.506284648352905e-16,1.0477729794899917e-15,1.5959455978986625e-15,1.5959455978986625e-15,4.170275236248244e-15,4.211908599671688e-15,0.036447876447872,0.0386887519889179,0.0371435038479253,0.0388461538461741,0.0368648648648615,0.0377551020408373,0.0,0.0,0.0,0.0,0.0,0.0
file7b5365fa741c,0.14,0.15,0.04412986176682865,0.046233807875383504,0.1507,0.1544908537729098,0.034159164277475895,0.03467154994695345,0.0287692547061819,0.028872133696454298,0.0372298130378721,0.0378931377129359,0.029961621902351097,0.0299976415666778,0.0338785249747025,0.034500658046887095,0.0699999999999999,0.0699999999999999,0.12023631949333174,0.11946059151309779,0.048178929960207,0.0516990822517937,1.1171619185290638e-15,1.186550857568136e-15,1.5959455978986625e-15,1.5959455978986625e-15,4.225786387479502e-15,4.281297538710761e-15,0.0449952461440954,0.04837740915796415,0.0464306215101952,0.0473916080159247,0.0440730790708943,0.0456879606814464,0.0,0.0,0.0,0.0,0.0,0.0
fried,0.0499999999999999,0.0499999999999999,0.0194741952877344,0.0196487036887749,0.09019999999999995,0.065762765956461,0.0167764773277779,0.0163131618819489,0.0215469158409692,0.012650452788017099,0.0196152123978204,0.0194926289430602,0.01288548390509725,0.0134299022813258,0.01517402211846625,0.01562854717193075,0.02,0.0199999999999999,0.036695935554691445,0.0407191082140653,0.0202207374219539,0.0207787011102744,4.163336342344337e-16,3.8857805861880484e-16,1.3877787807814457e-15,1.4363510381087965e-15,1.7347234759768069e-15,1.7347234759768069e-15,0.0195107296137366,0.0197015900675239,0.0194603999332385,0.0197015900675441,0.0196486879423526,0.0197015900675857,0.0,0.0,0.0,0.0,0.0,0.0
fri_c2_1000_10,0.0599999999999999,0.0599999999999999,0.0277343873517786,0.0289047981721249,0.114,0.0792699897309001,0.024536405019814397,0.02399573757165045,0.0360565449898625,0.01755226179465975,0.0292397918578814,0.029103669828556,0.0176115463293076,0.0181530393735745,0.0215980214344599,0.022682961489271,0.0299999999999999,0.02,0.0466432947609076,0.050444676598817004,0.0317494552157218,0.0333333222475245,4.85722573273506e-16,6.245004513516507e-16,1.4988010832439613e-15,1.5820678100908479e-15,2.1926904736346838e-15,2.1926904736346838e-15,0.0307191384578799,0.0301647734365269,0.0294868368301526,0.0281537008955148,0.0277096897740495,0.0284394941726837,0.0,0.0,0.0,0.0,0.0,0.0
german,0.25,0.25,0.09536126599805395,0.0975609756097559,0.2265,0.22146726114979634,0.071336967844449,0.0734681908301157,0.06901838531862581,0.06733921668252035,0.08774795523266335,0.0916537767610825,0.0672171711306729,0.07027559303640754,0.0780128691898805,0.07717496425868309,0.0899999999999999,0.0999999999999999,0.1899984932472616,0.19686959009775906,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0976001476832007,0.0998664292074906,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999
gina_agnostic,0.0399999999999999,0.0399999999999999,0.0179907313008411,0.018184106560566,0.1150000000000001,0.060941792388881755,0.0181646230142282,0.01590894233858785,0.04714846489008835,0.01283475562083765,0.0179485532260939,0.0179731840995363,0.01310349154894055,0.0132502375450088,0.0154553104654299,0.015041978279947701,0.0299999999999999,0.0199999999999999,0.0272143857360321,0.03379537810622655,0.0226009727340793,0.0220402038403151,4.163336342344337e-16,3.6082248300317592e-16,1.3877787807814457e-15,1.4363510381087965e-15,1.7347234759768069e-15,1.7347234759768069e-15,0.0187002252199896,0.0182490996663146,0.0183030949839982,0.0184894686840887,0.018312138728258,0.0185880920034837,0.0,0.0,0.0,0.0,0.0,0.0
houses,0.01,0.01,0.0080501207858771,0.0081153496909373,0.0218000000000001,0.0152372881151425,0.0070103766848654495,0.0068670227968314,0.00643755019442515,0.00507234496539135,0.0077085831738193,0.0075793386795934,0.005471738277996701,0.00577631501108865,0.00652536889138855,0.006677574045343051,0.01,0.0099999999999999,0.00991815161580375,0.009971943915236349,0.0082342830379155,0.0082941332248034,3.6082248300317592e-16,3.6082248300317592e-16,1.3253287356462806e-15,1.214306433183765e-15,1.6930901125533637e-15,1.7208456881689926e-15,0.0079262948821293,0.0079048241507845,0.0075553357240237,0.0078960038516885,0.0075553357239867,0.0075553357239867,0.0,0.0,0.0,0.0,0.0,0.0
HTRU,0.0699999999999999,0.07,0.0169651284014487,0.0171093784673317,0.0783,0.0834996254416771,0.01562449277582095,0.015800016378275848,0.01581116340240135,0.0174777959047962,0.0165566021997403,0.0161976802281459,0.0142947948430018,0.014433432310024051,0.015468031766982849,0.01563062321782,0.03,0.03,0.06000820395155875,0.0600104849986921,0.018359882341144,0.0184453404510095,4.163336342344337e-16,3.8857805861880484e-16,1.4155343563970746e-15,1.4432899320127037e-15,1.7347234759768069e-15,1.7347234759768069e-15,0.0177059294634096,0.018097054168082702,0.0172667581281758,0.0182155739444397,0.0173176055356129,0.0175085481989069,0.0,0.0,0.0,0.0,0.0,0.0
jm1-processed,0.36,0.4399999999999999,0.0999999999999999,0.1257400509703979,0.24747906962269034,0.2698784003900486,0.0697133607890069,0.07028442092804404,0.07856570624201051,0.07253906381316585,0.0843070245317496,0.0863887212039515,0.06934124438049866,0.067697015092422,0.0787174094913977,0.0994867451511805,0.12,0.09,0.29631740671131757,0.3146620325859067,0.1048807368482154,0.1552274034491658,0.0999999999999999,0.1496835450542202,0.0999999999999999,0.1497854181250115,0.0999999999999999,0.1000000000000038,0.0999999999999999,0.1288050937685026,0.0999999999999999,0.1287119856886109,0.0999999999999999,0.1264705882355485,0.0999999999999999,0.1,0.0999999999999999,0.1,0.0999999999999999,0.1
